allBanksEver1,allBanksEver2,allBanksEver3,allBanksEver4,allBanksEver5,allBanksEver6,allBanksEver7,allBanksEver8,allBanksEver9,allBanksEver10
3166729,NaN,57545,CABARRUS BANK AND TRUST COMPANY,700 CHURCH ST N SUITE 30 ,CONCORD,NC,28025,041,
3167883,NaN,57456,"PALM BANK, THE",612 SOUTH DALE MABRY HIGHWAY ,TAMPA,FL,33609,041,
3168563,NaN,57575,STEELE STREET STATE BANK,"88 STEELE STREET, SUITE 50 ",DENVER,CO,80206,041,
3170276,NaN,57423,COUNTY COMMERCE BANK,3260 TELEGRAPH ROAD ,VENTURA,CA,93003,041,
3172038,NaN,57346,HOMESTEAD BANK,1380 PEACHTREE INDUSTRIAL BOULEVARD ,SUWANEE,GA,30024,041,
3173790,NaN,0,EXPRESS CHINATRUST BANK RETAINED CHARTER,2900 SOUTH GORDON ST ,ALVIN,TX,775114726,041,
3174920,NaN,57483,CITIZENS BANK & TRUST,404 GUNTER AVENUE ,GUNTERSVILLE,AL,36976,041,
3175619,NaN,57198,AMERICAN PREMIER BANK,336 EAST HUNTINGTON DRIVE ,ARCADIA,CA,91006,041,
3176812,NaN,57382,"FLORIDIAN COMMUNITY BANK, INC.",5599 SOUTH UNIVERSITY DRIVE ,DAVIE,FL,33328,041,
3177127,NaN,57467,RIVERGREEN BANK,36 PORTLAND ROAD (US ROUTE 1) ,KENNEBUNK,ME,04043,041,
3177378,NaN,57424,"WINCHESTER BANK, THE",695 BULLION BOULEVARD ,WINCHESTER,KY,40391,041,
3177426,NaN,57552,FIRST SOURCE BANK,"2171 JUDICIAL DRIVE, STE 101 ",GERMANTOWN,TN,38138,041,
3178825,NaN,57636,AMERICAN SECURITY BANK & TRUST COMPANY,100 SPRINGHOUSE COURT ,HENDERSONVILLE,TN,37075,041,
3179082,NaN,57577,TORREY PINES BANK,"550 WEST C STREET, SUITE 100 ",SAN DIEGO,CA,92101,041,
3179729,NaN,57478,AFFINITY BANK OF PENNSYLVANIA,1310 BROADCASTING ROAD PO BOX 7068,WYOMISSING,PA,19610,041,
3179831,NaN,57432,AMERICAN TRUST BANK,880 HOLCOMB BRIDGE ROAD BUILDING C,ROSWELL,GA,30076,041,
3180136,NaN,57379,INDEPENDENCE BANK,1370 SOUTH COUNTY TRAIL ,EAST GREENWICH,RI,02818,041,
3180752,NaN,57618,"MELLON TRUST OF DELAWARE, NATIONAL ASSOCIATION",4005 KENNETT PIKE ,GREENVILLE,DE,19807,041,
3181197,NaN,57529,GMAC COMMERCIAL MORTGAGE BANK,"6955 UNION PARK CENTER, SUITE 330 ",MIDVALE,UT,84047,041,
3182082,NaN,57441,VENTURA COUNTY BUSINESS BANK,366 WEST ESPLANADE DRIVE ,OXNARD,CA,930361219,041,
3183584,NaN,57445,COMMUNITY NATIONAL BANK OF THE LAKEWAY AREA,225 WEST FIRST NORTH STREET ,MORRISTOWN,TN,37814,041,
3184228,NaN,57603,FALCON NATIONAL BANK,183 CEDAR DRIVE ,FOLEY,MN,56329,041,
3184460,NaN,57628,MORGAN STANLEY TRUST NATIONAL ASSOCIATION,919 NORTH MARKET STREET ,WILMINGTON,DE,19801,041,
3184693,NaN,57615,GATEWAY BANK OF PENNSYLVANIA,3402 WASHINGTON RD. ,MCMURRAY,PA,15317,041,
3185485,NaN,57594,TIDELANDS BANK,875 LOWCOUNTRY BLVD ,MOUNT PLEASANT,SC,29464,041,
3185579,NaN,57624,CNB COMMUNITY BANK,333 MAIN STREET ,CLARION,PA,16214,041,
3185896,NaN,57543,"TRINITY BANK, NATIONAL ASSOCIATION",3500 W VICKERY BLVD ,FORT WORTH,TX,76107,041,
3187395,NaN,57513,WILLAMETTE COMMUNITY BANK,333 LYON STREET SOUTHEAST ,ALBANY,OR,97322,041,
3187612,NaN,57620,ARIZONA BANK & TRUST,1331 WEST SOUTHERN AVENUE ,MESA,AZ,852024812,041,
3187630,NaN,57614,CONGRESSIONAL BANK,"11325 SEVEN LOCKS ROAD, SUITE 222 ",POTOMAC,MD,20854,041,
3188646,NaN,57557,INTEGRITY BANK,3345 MARKET STREET ,CAMP HILL,PA,17011,041,
3188712,NaN,57504,FOX RIVER STATE BANK,241 EAST JEFFERSON STREET ,BURLINGTON,WI,53105,041,
3189063,NaN,57417,COMMERCIAL BANK OF CALIFORNIA,"695 TOWN CENTER DRIVE, SUITE 100 ",COSTA MESA,CA,92626,041,
3189634,NaN,57514,"FIRST BANK OF CHARLESTON, INC.","122 VIRGINIA ST, W ",CHARLESTON,WV,25302,041,
3192960,NaN,57638,WESTERN NATIONAL TRUST COMPANY,,LOS ANGELES,CA,90071,041,
3193462,NaN,57609,NEW CENTURY BANK OF FAYETTEVILLE,2800 RAEFORD ROAD ,FAYETTEVILLE,NC,28303,041,
3193501,NaN,57532,"EXPRESS BANK OF TEXAS, THE",3434 E PALM VALLEY BLVD ,ROUND ROCK,TX,786643906,041,
3194142,NaN,5966,RFC BANKING COMPANY,100 EAST MAIN CROSS SUITE 200,FINDLAY,OH,45840,041,
3194179,NaN,57667,MILLENNIUM STATE BANK OF TEXAS,11950 WEBB CHAPEL RD ,DALLAS,TX,752347724,041,
3194638,NaN,57428,SEACOAST COMMERCE BANK,"296 H STREET, SUITE 100 ",CHULA VISTA,CA,919104753,041,
3194692,NaN,57554,TRADITIONS BANK,"400 4TH STREET, SOUTHWEST ",CULLMAN,AL,35055,041,
3195037,NaN,57590,BANK OF ESCONDIDO,200 WEST GRAND AVENUE ,ESCONDIDO,CA,92025,041,
3195064,NaN,57596,FIRST ADVANTAGE BANK,9950 FOLEY BLVD. ,COON RAPIDS,MN,55433,041,
3195653,NaN,57586,MARCO COMMUNITY BANK,1770 SAN MARCO ROAD ,MARCO ISLAND,FL,34146,041,
3195895,NaN,57646,FIRSTIER BANK,980 DILLON ROAD ,LOUISVILLE,CO,80027,041,
3198421,NaN,57627,BANK OF VIRGINIA,6657 LAKE HARBOUR DR ,MIDLOTHIAN,VA,23112,041,
3198980,NaN,57651,LIBERTY FIRST BANK,913 WEST LIBERTY DRIVE ,LIBERTY,MO,64068,041,
3199811,NaN,57576,HERITAGE BANK OF THE OZARKS,1475 SOUTH JEFFERSON AVENUE ,LEBANON,MO,65536,041,
3200034,NaN,57564,GULF COAST COMMUNITY BANK,40 NORTH PALFOX STREET ,PENSACOLA,FL,32501,041,
3201527,NaN,57537,OLD HARBOR BANK,"2605 ENTERPRISE ROAD EAST, SUITE 100 ",CLEARWATER,FL,33759,041,
3201853,NaN,57597,NEW CITY BANK,900 SOUTH MICHIGAN AVENUE ,CHICAGO,IL,60605,041,
3202702,NaN,57408,"EXANTE BANK, INC.",2525 LAKE PARK BOULEVARD ,SALT LAKE CITY,UT,84120,041,
3202962,NaN,57621,FIDELITY BANK,"2525 KELL BLVD, STE 100 ",WICHITA FALLS,TX,763081043,041,
3203174,NaN,57544,LONGLEAF COMMUNITY BANK,1401 FAYETTEVILLE RD ,ROCKINGHAM,NC,28379,041,
3203996,NaN,57611,1ST EQUITY BANK NORTHWEST,1330 DUNDEE ROAD ,BUFFALO GROVE,IL,60089,041,
3204993,NaN,57562,CAPITAL PACIFIC BANK,"805 SOUTHWEST BROADWAY, SUITE 780 ",PORTLAND,OR,97205,041,
3205253,NaN,57524,LIBERTY BELL BANK,2099 ROUTE 70 EAST ,CHERRY HILL,NJ,08003,041,
3205909,NaN,57630,COLONIAL VIRGINIA BANK,6720 SUTTON ROAD ,GLOUCESTER,VA,23061,041,
3206399,NaN,57533,CALIFORNIA COMMUNITY BANK,"1320 WEST VALLEY PARWAY, SUITE 301 ",ESCONDIDO,CA,92029,041,
3206465,NaN,57692,"GENERAL MOTORS TRUST BANK, NATIONAL ASSOCIATION",767 FIFTH AVE ,NEW YORK,NY,10153,041,
3207444,NaN,57306,JLB SERVICE BANK,92 READ'S WAY SUITE 210 NEW CASTLE CORPORATE COMMONS,NEW CASTLE,DE,19720,041,
3207921,NaN,57631,SIGNATURE BANK,9800 BREN ROAD EAST SUITE 200,MINNETONKA,MN,55343,041,
3208049,NaN,57659,MIDSOUTH BANK,1 EAST COLLEGE STREET ,MURFREESBORO,TN,37133,041,
3208441,NaN,57440,OGLETHORPE BANK,3344 CYPRESS MILL ROAD ,BRUNSWICK,GA,31520,041,
3211768,NaN,57519,FIDELITY & TRUST BANK,4831 CORDELL AVENUE ,BETHESDA,MD,20814,041,
3211937,NaN,57704,TEXSTAR NATIONAL BANK,600 PAT BOOKER RD ,UNIVERSAL CITY,TX,78148,041,
3212149,NaN,57565,UBS BANK USA,"299 SOUTH MAIN STREET, SUITE 2275 ",SALT LAKE CITY,UT,84111,041,
3212402,NaN,57463,PACIFIC CITY BANK,"3701 WILSHIRE BOULEVARD, SUITE 100 ",LOS ANGELES,CA,900102832,041,
3213333,NaN,57579,COMMUNITY BANK OF GEORGIA,692 WEST PARKER STREET ,BAXLEY,GA,31513,041,
3213735,NaN,57757,"FIRST FINANCIAL TRUST & ASSET MANAGEMENT COMPANY, NATIONAL ASSOCIATION","400 PINE ST, SUITE 300 ",ABILENE,TX,79601,041,
3214059,NaN,57510,"PRIVATE BANK OF THE PENINSULA, THE","505 HAMILTON AVENUE, SUITE 110 ",PALO ALTO,CA,943012013,041,
3214077,NaN,57536,"LEGACY BANK, NATIONAL ASSOCIATION",125 EAST CAMPBELL AVENUE ,CAMPBELL,CA,95008,041,
3216017,NaN,57701,"BEVERLY BANK & TRUST COMPANY, NATIONAL ASSOCIATION",1908 WEST 103RD STREET ,CHICAGO,IL,60643,041,
3216295,NaN,57616,FIRST BARTLESVILLE BANK,"401 S. DEWEY, SUITE 108 ",BARTLESVILLE,OK,74003,041,
3216316,NaN,57444,CONTINENTAL BANK OF AMERICA,"17700 CASTLETON STREET, SUITE 100 ",CITY OF INDUSTRY,CA,91748,041,
3217117,NaN,57661,PARTNERS BANK OF TEXAS,9688 W FM 1960 BYPASS ,HUMBLE,TX,77338,041,
3217331,NaN,57540,"HOMETOWN BANK OF ALABAMA, THE",2002 2ND AVENUE EAST ,ONEONTA,AL,35121,041,
3217519,NaN,57551,DIABLO VALLEY BANK,402 RAILROAD AVENUE ,DANVILLE,CA,94526,041,
3217957,NaN,57598,MAINSTREET COMMUNITY BANK OF FLORIDA,302 SOUTH WOODLAND BOULEVARD ,DELAND,FL,32720,041,
3218123,NaN,57790,FIRST NATIONAL WEALTH MANAGEMENT COMPANY,2150 GOODLETTE ROAD ,NAPLES,FL,34102,041,
3218280,NaN,57559,"OCULINA BANK, THE",1100 COLONNADES PLAZA ,FORT PIERCE,FL,34949,041,
3219175,NaN,57580,MIDTOWN BANK & TRUST COMPANY,712 WEST PEACHTREE STREET ,ATLANTA,GA,30308,041,
3219214,NaN,57608,SAN DIEGO TRUST BANK,"2550 FIFTH AVENUE, SUITE 120 ",SAN DIEGO,CA,92103,041,
3219269,NaN,57470,MEMBERS TRUST COMPANY,14025 RIVEREDGE DRIVE SUITE 280,TAMPA,FL,33637,041,
3219335,NaN,57647,1ST GEORGIA BANKING COMPANY,12991 HIGHWAY 34 ,FRANKLIN,GA,30217,041,
3220500,NaN,57650,DALLAS CITY BANK,"16980 DALLAS PKWY, STE 110 ",DALLAS,TX,752481910,041,
3220818,NaN,57593,MOUNTAIN HERITAGE BANK,550 HIGHWAY 441 SOUTH ,CLAYTON,GA,30525,041,
3220863,NaN,57571,CONTINENTAL BANK,"15 WEST SOUTH TEMPLE, SUITE 420 ",SALT LAKE CITY,UT,84101,041,
3221468,NaN,57665,"PROFESSIONAL BANK, NATIONAL ASSOCIATION",2101 ABRAMS RD ,DALLAS,TX,75214,041,
3222175,NaN,57654,MAIN STREET BANK,201 EAST MAIN STREET ,NORTHVILLE,MI,48167,041,
3223305,NaN,57626,1ST STATE BANK,4805 TOWNE CENTRE SUITE 100,SAGINAW,MI,48604,041,
3223408,NaN,57632,HOMELAND COMMUNITY BANK,900 NORTH CHANCERY STREET ,MCMINNVILLE,TN,37110,041,
3223417,NaN,57644,GATEWAY BANK,745 MARKET STREET ,MENDOTA HEIGHTS,MN,55118,041,
3223444,NaN,57725,SYNOVUS BANK OF JACKSONVILLE,"10407 CENTURION PARKWAY NORTH, SUITE 200 ",JACKSONVILLE,FL,32256,041,
3223695,NaN,57755,"WELLS FARGO ALASKA TRUST COMPANY, NATIONAL ASSOCIATION",301 WEST NORTHERN LIGHTS BOULEVARD ,ANCHORAGE,AK,99503,041,
3223800,NaN,57645,"CACTUS COMMERCE BANK, AN ARIZONA BANKING CORPORATION","6666 WEST PEORIA AVENUE, SUITE 101 ",GLENDALE,AZ,85302,041,
3224302,NaN,57741,FIRST SOUTHWEST BANK,720 MAIN STREET ,ALAMOSA,CO,81101,041,
3224375,NaN,57585,GOLDEN STATE BUSINESS BANK,1060 WEST FOOTHILL BOULEVARD ,UPLAND,CA,91786,041,
3224478,NaN,57656,HERITAGE COMMUNITY BANK,114 WEST CHURCH STREET ,GREENEVILLE,TN,37745,041,
3224580,NaN,57570,WORLD FINANCIAL CAPITAL BANK,"2855 EAST COTTONWOOD PARKWAY, SUITE 100 ",SALT LAKE CITY,UT,84121,041,
3225411,NaN,57523,FIRST PRIORITY BANK,4702 CORTEZ ROAD WEST ,BRADENTON,FL,34210,041,
3226856,NaN,57680,FIRST NATIONAL BANK OF FORSYTH COUNTY,1800 MARKET PLACE BOULEVARD ,CUMMING,GA,30041,041,
3227442,NaN,57566,COMMERCE NATIONAL BANK,279 EAST ORANGETHORPE AVENUE ,FULLERTON,CA,92832,041,
3227871,NaN,57765,"PREMIER BANK, INC.",7867 MARTINSBURG PIKE ,SHEPHERDSTOWN,WV,25443,041,
3228908,NaN,57449,MEDALLION BANK,"1100 EAST 6600 SOUTH, SUITE 510 ",SALT LAKE CITY,UT,84121,041,
3229642,NaN,57695,AMERICAN INVESTORS BANK AND MORTGAGE,6385 OLD SHADY OAK ROAD SUITE 110,EDEN PRAIRIE,MN,55344,041,
3229811,NaN,57758,"STATE STREET BANK AND TRUST COMPANY OF NEW ENGLAND, NATIONAL ASSOCIATION",255 ASYLUM STREET ,HARTFORD,CT,06103,041,
3229866,NaN,57642,FIVE STAR BANK NATOMAS,"2400 DEL PASO ROAD, SUITE 100 ",SACRAMENTO,CA,95834,041,
3229875,NaN,57793,FIRST NATIONAL TRUST COMPANY,ONE FNB BOULEVARD ,HERMITAGE,PA,16148,041,
3230732,NaN,57334,CENTERSTATE BANK MID FLORIDA,1211 WEST NORTH BOULEVARD ,LEESBURG,FL,34748,041,
3232204,NaN,57903,FIRST COMMUNITY BANK,438 FIRST STREET ,SANTA ROSA,CA,95404,041,
3232370,NaN,57694,FIRST NATIONAL BANK OF DECATUR COUNTY,208 SOUTH RUSS STREET ,BAINBRIDGE,GA,39817,041,
3233407,NaN,57625,CORTEZ COMMUNITY BANK,1000 SOUTH BROAD STREET ,BROOKSVILLE,FL,34601,041,
3234598,NaN,57735,PINEHURST BANK,757 CLEVELAND AVENUE SOUTH ,SAINT PAUL,MN,55116,041,
3235410,NaN,57591,SANTA CRUZ COUNTY BANK,325 SOQUEL AVENUE ,SANTA CRUZ,CA,95062,041,
3235689,NaN,57689,AMERICAN TRUST BANK OF EAST TENNESSEE,256 MEDICAL PARK DRIVE ,LENOIR CITY,TN,37771,041,
3236396,NaN,57705,NEW HORIZONS BANK,489 HIGHLANDS CIRCLE ,EAST ELLIJAY,GA,30540,041,
3237825,NaN,57770,"BANK OF LOUISA, NA",105 WEST MAIN STREET ,LOUISA,VA,23093,041,
3239249,NaN,57653,CYGNET PRIVATE BANK,"822 A1A NORTH, SUITE 102 ",PONTE VEDRA BEACH,FL,32082,041,
3242575,NaN,57709,AMERICAN ENTERPRISE BANK OF FLORIDA,"4655 SALISBURY ROAD, SUITE 100 ",JACKSONVILLE,FL,32256,041,
3243282,NaN,57706,SUMMIT BANK,96 EAST BROADWAY STREET ,EUGENE,OR,97401,041,
3247589,NaN,57610,REDWOOD CAPITAL BANK,402 G STREET ,EUREKA,CA,955011016,041,
3247598,NaN,57657,"1ST CENTURY BANK, NATIONAL ASSOCIATION","1875 CENTURY PARK EAST, SUITE 1400 ",LOS ANGELES,CA,90067,041,
3248849,NaN,57742,MAINSTREET BANK,727 ELDEN STREET ,HERNDON,VA,20170,041,
3249770,NaN,57819,HANCOCK BANK OF FLORIDA,111 SOUTH MONROE STREET ,TALLAHASSEE,FL,32301,041,
3250114,NaN,57658,NORTHWEST BANK & TRUST,3891 COBB PARKWAY ,ACWORTH,GA,30101,041,
3251081,NaN,57690,"CONNECTICUT BANK & TRUST COMPANY, THE",58/90 STATE HOUSE SQUARE ,HARTFORD,CT,06103,041,
3252510,NaN,57678,BEACH BUSINESS BANK,"1230 ROSECRANS AVENUE, SUITE 120 ",MANHATTAN BEACH,CA,90266,041,
3253571,NaN,57696,WASHINGTONFIRST BANK,"1500 K STREET,  N.W. FIRST FLOOR",WASHINGTON,DC,20005,041,
3253834,NaN,57785,LAKEVIEW BANK,16372 KENRICK AVENUE SUITE 250,LAKEVILLE,MN,55044,041,
3254185,NaN,57796,COMMUNITY BANK OF CAPE CORAL,1314 CAPE CORAL PARKWAY EAST SUITE 102,CAPE CORAL,FL,33904,041,
3254297,NaN,57640,BANK OF WALKER COUNTY,605 AIRPORT ROAD SOUTH ,JASPER,AL,35501,041,
3255098,NaN,57693,"BRAZOS VALLEY BANK, NATIONAL ASSOCIATION",4030 HIGHWAY 6 SOUTH ,COLLEGE STATION,TX,77845,041,
3257047,NaN,57697,TOWNE BANK OF ARIZONA,3156 EAST BASELINE ROAD ,MESA,AZ,85204,041,
3258286,NaN,57720,CENTURY BANK,"1201 OAK STREET, SUITE 100 ",EUGENE,OR,97401,041,
3259171,NaN,57801,"COMMUNITY BANK, AUSTIN",805 NORTH MAIN STREET ,AUSTIN,MN,55912,041,
3261549,NaN,57763,MOUNTAIN 1ST BANK & TRUST COMPANY,203 GREENVILLE HIGHWAY ,HENDERSONVILLE,NC,28792,041,
3262788,NaN,57684,CEDARSTONE BANK,109 SIGNATURE PLACE ,LEBANON,TN,37087,041,
3263833,NaN,57681,FIRST COMMUNITY BANK OF JOLIET,2769 BLACK ROAD ,JOLIET,IL,60435,041,
3263936,NaN,57839,"PENNROCK FINANICAL ADVISORS, NATIONAL ASSOCIATION",1060 MAIN STREET ,BLUE BALL,PA,17605,041,
3264782,NaN,57835,SIGNATURE BANK,355 EASTMAN PARK DRIVE ,WINDSOR,CO,80550,041,
3265257,NaN,57711,MOUNTAIN VALLEY COMMUNITY BANK,136 NORTH MAIN STREET ,CLEVELAND,GA,30528,041,
3266487,NaN,57786,FLINT RIVER NATIONAL BANK,260 U.S. HIGHWAY 19 NORTH ,CAMILLA,GA,31730,041,
3266825,NaN,57852,"COMMERCEBANK TRUST COMPANY, NATIONAL ASSOCIATION",220 ALHAMBRA CIRCLE ,CORAL GABLES,FL,33134,041,
3267185,NaN,57743,RIVER CITY BANK,6127 MECHANICSVILLE TURNPIKE ,MECHANICSVILLE,VA,23111,041,
3267738,NaN,57841,"VALLIANCE BANK, NATIONAL ASSOCIATION","1601 N.W. EXPRESSWAY TOWER, SUITE 100 ",OKLAHOMA CITY,OK,73118,041,
3267934,NaN,57808,POINT LOMA COMMUNITY BANK,1350 ROSECRANS STREET ,SAN DIEGO,CA,921062633,041,
3268173,NaN,57834,EMIGRANT BANK,6 EAST 43RD STREET ,NEW YORK,NY,10017,041,
3268249,NaN,57710,GREENE COUNTY COMMERCIAL BANK,425 MAIN STREET ,CATSKILL,NY,12414,041,
3269590,NaN,57787,"SOVEREIGN BANK, NATIONAL ASSOCIATION","7301 N STATE HIGHWAY 161, SUITE 130 ",IRVING,TX,75039,041,
3269844,NaN,57842,LONE SUMMIT BANK,12418 SOUTH 7 HIGHWAY ,LEES SUMMIT,MO,64064,041,
3269974,NaN,57550,EMERALD BANK,7154 MUIRFIELD DRIVE ,DUBLIN,OH,43017,041,
3270046,NaN,57892,VISIONBANK,3000 25TH STREET SOUTH ,FARGO,ND,58103,041,
3271007,NaN,57722,FIRST AMERICA BANK,"410 43RD STREET WEST, SUITE C ",BRADENTON,FL,34209,041,
3271799,NaN,57777,MERIDIAN BANK,1436 LANCASTER AVE ,BERWYN,PA,19132,041,
3271986,NaN,57857,TIMBERLINE BANK,2478 PATTERSON ROAD ,GRAND JUNCTION,CO,81505,041,
3272956,NaN,57686,PEOPLES COMMUNITY NATIONAL BANK,400 US HIGHWAY 27 BYPASS ,BREMEN,GA,30110,041,
3273823,NaN,57736,BRICKWELL COMMUNITY BANK,525 COMMONS DRIVE ,WOODBURY,MN,55125,041,
3274709,NaN,57756,COASTALSTATES BANK,5 BOW CIRCLE ,HILTON HEAD ISLAND,SC,29928,041,
3274772,NaN,57729,"POST OAK BANK, NATIONAL ASSOCIATION","2000 W LOOP SOUTH, SUITE 100 ",HOUSTON,TX,77027,041,
3275283,NaN,57717,CAROLINA COMMERCE BANK,534 S. NEW HOPE ROAD ,GASTONIA,NC,28054,041,
3275939,NaN,57764,"RED MOUNTAIN BANK, N.A.",10 INVERNESS CENTER PARKWAY SUITE 120,HOOVER,AL,35242,041,
3276543,NaN,57733,ALLIANCE BANK & TRUST COMPANY,117 W. WARREN ST. ,SHELBY,NC,28054,041,
3277241,NaN,57672,"EMPIRE STATE BANK, NATIONAL ASSOCIATION",68 NORTH PLANK ROAD ,NEWBURGH,NY,12250,041,
3277876,NaN,57719,GREAT FLORIDA BANK,"2 SOUTH BISCAYNE BOULEVARD, SUITE 110 ",MIAMI,FL,33131,041,
3277988,NaN,57844,PENN LIBERTY BANK,353 W. LANCASTER AVE ,WAYNE,PA,19087,041,
3278305,NaN,57485,GOLDMAN SACHS BANK USA,"756 EAST WINCHESTER, SUITE 302 ",SALT LAKE CITY,UT,84107,041,
3278387,NaN,57840,ALABAMA BANKER'S BANK,1000 URBAN CENTER DRIVE ,BIRMINGHAM,AL,35242,041,
3278547,NaN,57766,HARVEST BANK OF MARYLAND,15005 SHADY GROVE ROAD SUITE 400,ROCKVILLE,MD,20850,041,
3279450,NaN,57702,FIRST COWETA BANK,61 BULLSBORO DRIVE ,NEWNAN,GA,30263,041,
3279469,NaN,57604,INTEGRITY BANK,1315 WEST INDIANTOWN ROAD ,JUPITER,FL,33458,041,
3280335,NaN,57817,"NORTH TEXAS BANK, NATIONAL ASSOCIATION",2300 S FM 51 ,DECATUR,TX,76234,041,
3280625,NaN,57754,"PROVIDENCE BANK, LLC",530 EAST 162ND STREET ,SOUTH HOLLAND,IL,60473,041,
3281293,NaN,57783,SELECT BANK & TRUST COMPANY,113 W. FIRETOWER ROAD UNIT 1,WINTERVILLE,NC,28590,041,
3281510,NaN,57716,BAY COMMERCIAL BANK,"1280 CIVIC DRIVE, SUITE 100 ",WALNUT CREEK,CA,94596,041,
3282012,NaN,57569,PEOPLESTRUST BANK,1281 MILITARY STREET SOUTH ,HAMILTON,AL,35570,041,
3282021,NaN,57898,FIRST MADISON BANK & TRUST,5536 GEORGIA HIGHWAY 72 ,COLBERT,GA,30628,041,
3282692,NaN,57799,FIRST SOUND BANK,"925 FOURTH AVENUE, SUITE 2350 ",SEATTLE,WA,98104,041,
3282852,NaN,57776,HOWARD BANK,6011 UNIVERSITY BLVD. SUITE 370,ELLICOTT CITY,MD,21043,041,
3283372,NaN,57637,MOTHER LODE BANK,172 WEST STOCKTON ROAD ,SONORA,CA,953704952,041,
3283765,NaN,57713,INDIANA BUSINESS BANK,250 EAST 96TH STREET SUITE 100,INDIANAPOLIS,IN,46240,041,
3284070,NaN,57803,GMAC AUTOMOTIVE BANK,6985 UNION PARK CENTER ,MIDVALE,UT,84047,041,
3284100,NaN,57821,MARYLAND FINANCIAL BANK,502 WASHINGTON AVE. ,TOWSON,MD,21204,041,
3284397,NaN,57833,BEAL SAVINGS BANK,"3763 HOWARD HUGHES PARKWAY, SUITE 100 ",LAS VEGAS,NV,89109,041,
3284427,NaN,57812,YOUR BANK,1639 HIGHWAY 51 ,PONCHATOULA,LA,70454,041,
3284445,NaN,57703,"T BANK, NATIONAL ASSOCIATION",15950 DALLAS PARKWAY ,DALLAS,TX,75248,041,
3284490,NaN,57813,STERLING BANK,1100 STERLING DRIVE ,POPLAR BLUFF,MO,63901,041,
3284780,NaN,11256,PINNACLE BANK,"1703 PHYLISS STREET, SUITE 103 ",BENTONVILLE,AR,72712,041,
3285246,NaN,57910,FIRST STATE BANK,401 MAIN STREET ,NASHUA,IA,50658,041,
3285778,NaN,57784,NANTAHALA BANK & TRUST COMPANY,106 SILER ROAD ,FRANKLIN,NC,28734,041,
3286999,NaN,57915,BANK OF GROVE,201 EAST 18TH STREET ,GROVE,OK,74344,041,
3287325,NaN,57814,BANK OF FLORIDA - TAMPA BAY,777 SOUTH HARBOUR ISLAND BOULEVARD SUITE 940,TAMPA,FL,33602,041,
3287503,NaN,57804,BUCKS COUNTY BANK,350 S. MAIN STREET SUITE 213,DOYLESTOWN,PA,18901,041,
3287660,NaN,57542,TOYOTA FINANCIAL SAVINGS BANK,"2485 VILLAGE VIEW DRIVE, SUITE 200 ",HENDERSON,NV,89074,041,
3288041,NaN,57918,"NATIONAL BANK, THE",7101 WASHINGTON AVENUE SOUTH ,EDINA,MN,55439,041,
3288265,NaN,57826,TOWN CENTER BANK,"230 N DENTON TAP RD, STE 102 ",COPPELL,TX,750192135,041,
3288452,NaN,57874,PARAGON NATIONAL BANK,"5400 POPLAR AVENUE, SUITE 350 ",MEMPHIS,TN,38119,041,
3288742,NaN,57879,LAKE NATIONAL BANK,8585 MARKET STREET ,MENTOR,OH,44060,041,
3290231,NaN,57732,HIGHLAND COMMERCIAL BANK,"3411 ERNEST BARRETT PARKWAY, NW ",MARIETTA,GA,30064,041,
3290240,NaN,57825,NASHVILLE BANK AND TRUST COMPANY,4525 HARDING ROAD SUITE 300,NASHVILLE,TN,37205,041,
3290745,NaN,57913,COHUTTA BANKING COMPANY OF TENNESSEE,820 BROAD STREET SUITE 203,CHATTANOOGA,TN,37402,041,
3293540,NaN,57740,PACIFIC VALLEY BANK,"3 ROSSI CIRCLE, SUITE A ",SALINAS,CA,93907,041,
3293700,NaN,57896,DELAWARE STERLING BANK & TRUST COMPANY,630 CHURCHMANS ROAD SUTIE 204,CHRISTIANA,DE,19702,041,
3293746,NaN,57928,HOMETOWN COMMUNITY BANK,6700HWY 53 ,BRASELTON,GA,30517,041,
3294583,NaN,57810,HAMILTON STATE BANK,6323 GRAND HICKORY DRIVE SUITE 100-G,BRASELTON,GA,30517,041,
3295320,NaN,57688,INDEPENDENCE BANK,4533 B MACARTHUR BOULEVARD ,NEWPORT BEACH,CA,92660,041,
3295928,NaN,57858,RBS NATIONAL BANK,1000 LAFAYETTE BOULEVARD ,BRIDGEPORT,CT,06604,041,
3296149,NaN,57769,TARGET BANK,"299 SOUTH MAIN STREET, SUITE 2050 ",SALT LAKE CITY,UT,84111,041,
3296859,NaN,57901,ONE WORLD BANK,2449 WALNUT HILL LN ,DALLAS,TX,752295628,041,
3297490,NaN,57922,TEXAS BRAND BANK,1919 S SHILOH RD STE 100 ,GARLAND,TX,750428244,041,
3298769,NaN,57831,TIFTON BANKING COMPANY,729 WEST SECOND STREET ,TIFTON,GA,31794,041,
3299159,NaN,57868,COMMUNITYSOUTH BANK AND TRUST,6650 CALHOUN MEMORIAL HIGHWAY ,EASLEY,SC,29640,041,
3299168,NaN,57880,PALMETTO HERITAGE BANK & TRUST,10919 OCEAN HIGHWAY ,PAWLEYS ISLAND,SC,29585,041,
3299793,NaN,57854,TRISTONE COMMUNITY BANK,401 KNOLLWOOD STREET ,WINSTON-SALEM,NC,27103,041,
3299814,NaN,57888,NEWDOMINION BANK,1100 KENILWORTH AVE. ,CHARLOTTE,NC,28204,041,
